write,90,0,user7906682381250086252,10,0,0,0,DUMMY 
write,42,0,user8870766734561821938,10,0,0,0,DUMMY 
write,148,0,user7263143075254757823,10,0,0,0,DUMMY 
write,84,0,user2406918152379639587,10,0,0,0,DUMMY 
write,295,0,user5924108609702259594,10,0,0,0,DUMMY 
write,143,0,user8056028693347417151,10,0,0,0,DUMMY 
write,92,0,user6475342544627373296,10,0,0,0,DUMMY 
write,747,0,user7280171768632484758,10,0,0,0,DUMMY 
write,124,0,user4204177382498878289,10,0,0,0,DUMMY 
write,480,0,user4291557149343197342,10,0,0,0,DUMMY 
write,498,0,user1714900632327181221,10,0,0,0,DUMMY 
write,134,0,user555617383494802000,10,0,0,0,DUMMY 
write,110,0,user3152662356961387744,10,0,0,0,DUMMY 
write,148,0,user2683450460968583431,10,0,0,0,DUMMY 
write,110,0,user6423772479650787434,10,0,0,0,DUMMY 
write,934,0,user1996594968706827619,10,0,0,1,DUMMY 
write,1373,0,user6956732069744840248,10,0,0,1,DUMMY 
write,2232,0,user7533878570493241414,10,0,0,1,DUMMY 
write,1250,0,user7704235351529346588,10,0,0,1,DUMMY 
write,703,0,user251286129624005251,10,0,0,1,DUMMY 
write,1577,0,user447831115383955876,10,0,0,1,DUMMY 
write,2239,0,user265196873607276765,10,0,0,1,DUMMY 
write,1561,0,user2427780348204670682,10,0,0,1,DUMMY 
write,2603,0,user2445593735613660246,10,0,0,1,DUMMY 
write,1666,0,user7743318658863251040,10,0,0,1,DUMMY 
write,3350,0,user4232177082919259239,10,0,0,1,DUMMY 
write,655,0,user1158779837472711301,10,0,0,1,DUMMY 
write,5431,0,user2580897018866536088,10,0,0,1,DUMMY 
write,4447,0,user7546943533125878457,10,0,0,1,DUMMY 
write,1421,0,user79956264981458348,10,0,0,1,DUMMY 
insert,87,0,user3339209904021769693,10,0,0,1,DUMMY 
insert,289,0,user5590051723848587943,10,0,0,1,DUMMY 
insert,162,0,user5952875239596136740,10,0,0,1,DUMMY 
insert,415,0,user8883487044377502202,10,0,0,1,DUMMY 
insert,554,0,user6269821708803135155,10,0,0,1,DUMMY 
insert,704,0,user45774583492855434,10,0,0,1,DUMMY 
insert,1600,0,user3564607206243057240,10,0,0,1,DUMMY 
insert,1433,0,user2659439919067222481,10,0,0,1,DUMMY 
write,99,0,user9057269667292035292,10,0,0,1,DUMMY 
write,1240,0,user1867501485767863123,10,0,0,1,DUMMY 
write,901,0,user3655788692990477596,10,0,0,1,DUMMY 
write,373,0,user8328422963133535976,10,0,0,1,DUMMY 
write,1031,0,user766292384231721283,10,0,0,1,DUMMY 
write,574,0,user6629740191379652926,10,0,0,1,DUMMY 
write,1825,0,user7408672494024837997,10,0,0,1,DUMMY 
write,1076,0,user3670202137334181003,10,0,0,1,DUMMY 
write,1030,0,user1108327573426000975,10,0,0,1,DUMMY 
write,780,0,user4685171829338001408,10,0,0,1,DUMMY 
write,910,0,user3245866335196220371,10,0,0,1,DUMMY 
write,875,0,user2401895876243737772,10,0,0,1,DUMMY 
write,1044,0,user7124822459612461503,10,0,0,1,DUMMY 
write,1749,0,user6169044841887102142,10,0,0,1,DUMMY 
write,1771,0,user2729825144752753115,10,0,0,1,DUMMY 
write,1254,0,user8693290329347238665,10,0,0,1,DUMMY 
write,1281,0,user7226030169047617817,10,0,0,1,DUMMY 
write,35,0,user1293636435639325365,10,0,0,0,DUMMY 
write,187,0,user6784578568708967476,10,0,0,0,DUMMY 
write,439,0,user1512003710832981023,10,0,0,0,DUMMY 
write,199,0,user74927151204304839,10,0,0,0,DUMMY 
write,95,0,user6436499622770279942,10,0,0,0,DUMMY 
write,276,0,user2158480100244530581,10,0,0,0,DUMMY 
write,182,0,user3338786211340652916,10,0,0,0,DUMMY 
write,1167,0,user2735514410975932743,10,0,0,0,DUMMY 
write,176,0,user8476859149529906357,10,0,0,0,DUMMY 
write,245,0,user335783134775311997,10,0,0,0,DUMMY 
write,198,0,user7152679874873571866,10,0,0,0,DUMMY 
write,324,0,user1917331929537584230,10,0,0,0,DUMMY 
write,1468,0,user1502856455708961370,10,0,0,0,DUMMY 
write,367,0,user3232860976528459438,10,0,0,0,DUMMY 
write,215,0,user7723778233031682078,10,0,0,0,DUMMY 
write,71,0,user922122194179246386,10,0,0,0,DUMMY 
write,393,0,user2732430902874638815,10,0,0,0,DUMMY 
write,337,0,user3186999168756725842,10,0,0,0,DUMMY 
write,1190,0,user2916216866200598992,10,0,0,0,DUMMY 
write,347,0,user1572141758902577819,10,0,0,0,DUMMY 
write,385,0,user1158986327476739670,10,0,0,0,DUMMY 
write,2306,0,user5090960950568224424,10,0,0,0,DUMMY 
write,6520,0,user3714299440769974502,10,0,0,0,DUMMY 
write,457,0,user5776637242082734299,10,0,0,0,DUMMY 
write,1803,0,user1476426492330177137,10,0,0,0,DUMMY 
write,1253,0,user6219918967129342684,10,0,0,0,DUMMY 
write,450,0,user5588731778979788410,10,0,0,0,DUMMY 
write,426,0,user7543064559639224996,10,0,0,0,DUMMY 
write,6719,0,user1517771572804046677,10,0,0,0,DUMMY 
write,1992,0,user8628877674497928754,10,0,0,0,DUMMY 
write,8918,0,user4926695026838512942,10,0,0,0,DUMMY 
write,2297,0,user4282180045720549321,10,0,0,0,DUMMY 
write,1326,0,user6622402886956226109,10,0,0,0,DUMMY 
write,2056,0,user2426515835918602521,10,0,0,0,DUMMY 
write,3290,0,user3416070156284286118,10,0,0,0,DUMMY 
write,2597,0,user3495430838223332125,10,0,0,0,DUMMY 
write,1298,0,user1811734461829676331,10,0,0,0,DUMMY 
write,3319,0,user7988820868381865342,10,0,0,0,DUMMY 
write,1932,0,user444033230478778804,10,0,0,0,DUMMY 
write,2000,0,user6625166893628742485,10,0,0,0,DUMMY 
write,5119,0,user1577649476598865997,10,0,0,0,DUMMY 
write,4898,0,user6435198226277427490,10,0,0,0,DUMMY 
write,457,0,user8931146359770547682,10,0,0,0,DUMMY 
write,3667,0,user2267626849947395741,10,0,0,0,DUMMY 
write,2423,0,user4214803560062705486,10,0,0,0,DUMMY 
write,2753,0,user5951214335939921472,10,0,0,0,DUMMY 
write,885,0,user6322922398623712594,10,0,0,0,DUMMY 
write,5467,0,user5760935753085130108,10,0,0,0,DUMMY 
write,5589,0,user6018655269174092105,10,0,0,0,DUMMY 
write,1979,0,user3787747086278113237,10,0,0,0,DUMMY 
write,2060,0,user4298998740953231818,10,0,0,0,DUMMY 
write,934,0,user4983917398626539144,10,0,0,0,DUMMY 
write,526,0,user6493193898492180611,10,0,0,0,DUMMY 
write,1552,0,user4660958773744737342,10,0,0,0,DUMMY 
write,5245,0,user8501630786602874836,10,0,0,0,DUMMY 
write,1319,0,user7528992166227998212,10,0,0,0,DUMMY 
write,6701,0,user96889789688390472,10,0,0,0,DUMMY 
write,2705,0,user349162602383327671,10,0,0,0,DUMMY 
write,3171,0,user1901385163298767151,10,0,0,0,DUMMY 
write,7687,0,user1094659644385878960,10,0,0,0,DUMMY 
write,950,0,user4093417049073221721,10,0,0,0,DUMMY 
write,1669,0,user4360442014700508378,10,0,0,0,DUMMY 
write,2998,0,user2184963474867773237,10,0,0,0,DUMMY 
write,36,0,user8940290484596217189,10,0,0,0,DUMMY 
write,1723,0,user2791974326382892848,10,0,0,0,DUMMY 
write,6586,0,user1950628366142416275,10,0,0,0,DUMMY 
write,2629,0,user7469709507934049761,10,0,0,0,DUMMY 
write,12524,0,user3454363483046074823,10,0,0,0,DUMMY 
write,3585,0,user6435198226277427490,10,0,0,0,DUMMY 
write,5842,0,user7617247201717863360,10,0,0,0,DUMMY 
write,10182,0,user8369111734676342565,10,0,0,0,DUMMY 
write,3591,0,user3942242507877534473,10,0,0,0,DUMMY 
write,10288,0,user1755993298823297911,10,0,0,0,DUMMY 
write,5884,0,user8536939919663070751,10,0,0,0,DUMMY 
write,9851,0,user6036610378134291833,10,0,0,0,DUMMY 
write,3970,0,user3472750780235718627,10,0,0,0,DUMMY 
write,4360,0,user2872346316149905828,10,0,0,0,DUMMY 
write,16319,0,user8904920980340932086,10,0,0,0,DUMMY 
write,4374,0,user8203696999889680851,10,0,0,0,DUMMY 
write,5389,0,user2748884575276255860,10,0,0,0,DUMMY 
write,6691,0,user3338786211340652916,10,0,0,0,DUMMY 
write,5061,0,user5074609155428732212,10,0,0,0,DUMMY 
write,2238,0,user4383849135803534857,10,0,0,0,DUMMY 
write,4335,0,user7871257525515907231,10,0,0,0,DUMMY 
write,2338,0,user5840953651818992372,10,0,0,0,DUMMY 
write,2883,0,user3232200300467045578,10,0,0,0,DUMMY 
write,7120,0,user236957203305017811,10,0,0,0,DUMMY 
write,13897,0,user2083095946375105437,10,0,0,0,DUMMY 
write,5446,0,user6402240768545494276,10,0,0,0,DUMMY 
write,4888,0,user3674096458167817674,10,0,0,0,DUMMY 
write,5142,0,user8762313758192832013,10,0,0,0,DUMMY 
write,6726,0,user8109089162849903151,10,0,0,0,DUMMY 
write,4027,0,user5150977886196075562,10,0,0,0,DUMMY 
write,7186,0,user1058881141693611763,10,0,0,0,DUMMY 
write,4432,0,user6435198226277427490,10,0,0,0,DUMMY 
write,2701,0,user7758756011347462576,10,0,0,0,DUMMY 
write,7380,0,user2928924251199018380,10,0,0,0,DUMMY 
write,2195,0,user8887044291392124781,10,0,0,0,DUMMY 
write,4259,0,user6435198226277427490,10,0,0,0,DUMMY 
write,4214,0,user8412320225545893946,10,0,0,0,DUMMY 
write,3187,0,user6142923115928644081,10,0,0,0,DUMMY 
write,2658,0,user2411241447679954560,10,0,0,0,DUMMY 
write,2108,0,user3817372694730652322,10,0,0,0,DUMMY 
write,3256,0,user7096138682334466131,10,0,0,0,DUMMY 
write,2940,0,user4876457448948716428,10,0,0,0,DUMMY 
write,1704,0,user6435198226277427490,10,0,0,0,DUMMY 
write,2082,0,user8250056675623764405,10,0,0,0,DUMMY 
write,4543,0,user1502856455708961370,10,0,0,0,DUMMY 
write,3225,0,user5800733907204324029,10,0,0,0,DUMMY 
write,3443,0,user7638205603761381686,10,0,0,0,DUMMY 
write,2609,0,user3047623987866566692,10,0,0,0,DUMMY 
write,3517,0,user573177174486831668,10,0,0,0,DUMMY 
write,5290,0,user5800733907204324029,10,0,0,0,DUMMY 
write,4897,0,user981605934851207496,10,0,0,0,DUMMY 
write,3842,0,user8941536176163305170,10,0,0,0,DUMMY 
write,1996,0,user872006988693968614,10,0,0,0,DUMMY 
write,5199,0,user1502856455708961370,10,0,0,0,DUMMY 
write,3245,0,user7984525121921905625,10,0,0,0,DUMMY 
write,4624,0,user3888046783662962706,10,0,0,0,DUMMY 
write,3899,0,user4260999504282758767,10,0,0,0,DUMMY 
write,6466,0,user7000864882397699785,10,0,0,0,DUMMY 
write,1150,0,user55375534339776665,10,0,0,0,DUMMY 
write,1563,0,user5421707898385374018,10,0,0,0,DUMMY 
write,2430,0,user9159891504085964934,10,0,0,0,DUMMY 
write,1708,0,user5601304037548574254,10,0,0,0,DUMMY 
write,1121,0,user4446704134184708095,10,0,0,0,DUMMY 
write,2732,0,user2421943756714693989,10,0,0,0,DUMMY 
write,2261,0,user5090960950568224424,10,0,0,0,DUMMY 
write,600,0,user3199359881363974153,10,0,0,0,DUMMY 
